Diện tích,Phòng ngủ,Số tầng,Số toilet,Số phòng khách,Loại địa ốc,Địa chỉ,Pháp lý,Hướng nhà,Đường trước nhà,Giá nhà,tag
152m2,,,,,Bán đất thổ cư,,Sổ hồng,Đông,10m - 15m,3 tỷ 500 triệu,quang_tri
150m2,,,,,Bán đất thổ cư,,Sổ hồng,Đông,15m - 20m,24 triệu /m2,quang_tri
478m2,12 PN,5 tầng,12.0,1.0,Bán nhà phố dự án,,Sổ hồng,Đông,20m - 30m,12 tỷ,quang_tri
968m2,26 PN,7 tầng,28.0,1.0,Bán biệt thự,,Sổ hồng,Đông Nam,20m - 30m,12 tỷ 670 triệu,quang_tri
150m2,,,,,Bán đất thổ cư,,Sổ hồng,Đông,10m - 15m,3 tỷ 500 triệu,quang_tri
152m2,,,,,Bán đất thổ cư,,Sổ hồng,Đông,10m - 15m,3 tỷ 500 triệu,quang_tri
478m2,12 PN,5 tầng,12.0,1.0,Bán nhà phố dự án,,Sổ hồng,Đông,20m - 30m,12 tỷ,quang_tri
108m2,,,,,Bán nhà riêng,,Hợp đồng,,,18 tỷ,quang_tri
500m2,,,,,Bán nhà riêng,,,,,13 tỷ,quang_tri
120m2,,,,,Bán biệt thự,,,,,15 tỷ,quang_tri
108m2,,,,,Bán nhà riêng,,,,,16 tỷ,quang_tri
144m2,,,,,Bán đất thổ cư,,,,,4 tỷ 500 triệu,quang_tri
120m2,12 PN,5 tầng,12.0,2.0,Bán biệt thự,,Sổ hồng,Bắc,15m - 20m,14 tỷ,quang_tri
130m2,,,,,Bán đất thổ cư,,Sổ hồng,,10m,200 triệu,quang_tri
306m2,,,,,Bán đất nền dự án,,Sổ hồng,,10m - 15m,2 tỷ 400 triệu,quang_tri
196m2,,,,,Bán đất thổ cư,,Giấy đỏ,,,13 tỷ 500 triệu,quang_tri
75m2,4 PN,4 tầng,4.0,1.0,Bán nhà phố dự án,,Hợp đồng,Đông Nam,5m,4 tỷ 600 triệu,quang_tri
120m2,12 PN,5 tầng,12.0,1.0,Bán biệt thự,,Sổ hồng,Đông Nam,50m - 70m,14 tỷ 210 triệu,quang_tri
486m2,12 PN,5 tầng,12.0,1.0,Bán biệt thự,,Sổ hồng,,30m - 50m,4 tỷ 600 triệu,quang_tri
478m2,12 PN,5 tầng,12.0,1.0,Bán biệt thự,,Sổ hồng,,20m - 30m,4 tỷ 600 triệu,quang_tri
1000m2,26 PN,7 tầng,28.0,1.0,Bán biệt thự,,Sổ hồng,Đông,20m - 30m,4 tỷ 600 triệu,quang_tri
50m2,,,,,Bán căn hộ chung cư,,,,,55 triệu /m2,quang_tri
386m2,,,,,Bán đất thổ cư,,Sổ hồng,Đông Nam,6m,2 tỷ 860 triệu,quang_tri
54m2,1 PN,,2.0,,Bán căn hộ chung cư,,,,,2 tỷ 500 triệu,quang_tri
600m2,,5 tầng,,,Bán nhà hàng - Khách sạn,,Sổ hồng,,30m - 50m,14 tỷ,quang_tri
99m2,12 PN,5 tầng,12.0,2.0,Bán biệt thự,,Sổ hồng,Đông Nam,15m - 20m,12 tỷ,quang_tri
99m2,12 PN,5 tầng,12.0,2.0,Bán biệt thự,,Sổ hồng,Đông Nam,15m - 20m,12 tỷ,quang_tri
160m2,5 PN,3 tầng,5.0,2.0,Bán biệt thự,,Sổ hồng,Bắc,15m - 20m,8 tỷ 250 triệu,quang_tri
99m2,12 PN,5 tầng,14.0,2.0,Bán biệt thự,,Sổ hồng,Đông Nam,15m - 20m,12 tỷ,quang_tri
306m2,,,,,Bán đất thổ cư,,Sổ hồng,,8m,2 tỷ 400 triệu,quang_tri
968m2,26 PN,7 tầng,28.0,1.0,Bán nhà hàng - Khách sạn,,Sổ hồng,Đông,30m - 50m,10 tỷ,quang_tri
968m2,26 PN,7 tầng,28.0,1.0,Bán nhà phố dự án,,Sổ hồng,Đông,50m - 70m,10 tỷ,quang_tri
968m2,26 PN,7 tầng,28.0,1.0,Bán nhà riêng,,Sổ hồng,Đông,30m - 50m,10 tỷ,quang_tri
1000m2,26 PN,7 tầng,28.0,1.0,Bán biệt thự,,Sổ hồng,Đông,30m - 50m,10 tỷ,quang_tri
1000m2,26 PN,7 tầng,28.0,1.0,Bán biệt thự,,Sổ hồng,Đông,50m - 70m,5 tỷ,quang_tri
600m2,5 PN,3 tầng,6.0,1.0,Bán biệt thự,,Sổ hồng,Đông,30m - 50m,9 tỷ,quang_tri
968m2,26 PN,7 tầng,28.0,1.0,Bán biệt thự,,Sổ hồng,Đông,50m - 70m,10 tỷ,quang_tri
968m2,26 PN,7 tầng,28.0,1.0,Bán biệt thự,,Sổ hồng,Đông,30m - 50m,10 tỷ,quang_tri
140m2,,4 tầng,,,Bán biệt thự,,Hợp đồng,Tây Nam,10m - 15m,10 tỷ 500 triệu,quang_tri
538m2,3 PN,2 tầng,3.0,2.0,Bán biệt thự,,Sổ hồng,,15m - 20m,13 tỷ,quang_tri
375m2,,,,,Bán đất thổ cư,,Sổ hồng,,20m - 30m,3 tỷ,quang_tri
160m2,,,,,Bán đất nền dự án,,,,,4 tỷ 500 triệu,quang_tri
85m2,2 PN,40 tầng,2.0,1.0,Bán căn hộ chung cư,,Sổ hồng,Đông Nam,30m - 50m,2 tỷ 800 triệu,quang_tri
33m2,,,,,Bán căn hộ chung cư,,,,,1 tỷ 500 triệu,quang_tri
160m2,,,,,Bán đất nền dự án,,Hợp đồng,Tây,15m - 20m,4 tỷ 400 triệu,quang_tri
70m2,,,,,Bán căn hộ chung cư,,,,,3 tỷ 500 triệu,quang_tri
120m2,,,,,Bán biệt thự,,,,,14 tỷ 900 triệu,quang_tri
200m2,,3 tầng,,10.0,Bán nhà phố dự án,,Sổ hồng,Đông,50m - 70m,140 triệu/m2,quang_tri
200m2,6 PN,3 tầng,8.0,,Bán nhà phố dự án,,Sổ hồng,,30m - 50m,34 triệu /m2,quang_tri
28.9m2,,,,,Bán nhà hàng - Khách sạn,,,,,1 tỷ 302 triệu,quang_tri
118m2,,,,,Bán đất thổ cư,,Sổ hồng,Đông Bắc,6m,480 triệu,quang_tri
110m2,,,,,Bán đất thổ cư,,Sổ hồng,Tây Bắc,5m,248 triệu,quang_tri
140m2,,,,,Bán đất thổ cư,,Giấy đỏ,,10m - 15m,3 tỷ 200 triệu,quang_tri
155m2,,,,,Bán biệt thự,,,,,7 tỷ 650 triệu,quang_tri
132m2,,,,,Bán đất thổ cư,,Sổ hồng,Đông Nam,20m - 30m,"1,3 triệu",quang_tri
167m2,,,,,Bán đất thổ cư,,Giấy đỏ,Đông Bắc,6m,1 tỷ 330 triệu,quang_tri
152m2,,,,,Bán đất thổ cư,,Sổ hồng,Đông Nam,4m,370 triệu,quang_tri
152m2,,,,,Bán đất thổ cư,,Sổ hồng,Đông Nam,4m,430 triệu,quang_tri
173m2,,,,,Bán đất thổ cư,,Sổ hồng,Đông,7m,680 triệu,quang_tri
158m2,,,,,Bán đất thổ cư,,Sổ hồng,,,3 tỷ 150 triệu,quang_tri
170m2,,,,,Bán đất thổ cư,,Sổ hồng,,,3 tỷ,quang_tri
160m2,,,,,Bán đất thổ cư,,Sổ hồng,,,"9,9 triệu /m2",quang_tri
180m2,,,,,Bán đất nền dự án,,Sổ hồng,,,450 triệu,quang_tri
160m2,,,,,Bán đất thổ cư,,,,,"9,9 triệu /m2",quang_tri
200m2,,,,,Bán đất thổ cư,,Sổ hồng,,15m - 20m,1 tỷ 900 triệu,quang_tri
160m2,,,,,Bán đất thổ cư,,Sổ hồng,,,"9,9 triệu /m2",quang_tri
160m2,,,,,Bán đất thổ cư,,Sổ hồng,,,"9,9 triệu /m2",quang_tri
160m2,,,,,Bán đất thổ cư,,Sổ hồng,,,"9,9 triệu /m2",quang_tri
140m2,3 PN,3 tầng,3.0,1.0,Bán biệt thự,,Giấy đỏ,Đông,15m - 20m,5 tỷ 500 triệu,quang_tri
160m2,,,,,Bán đất thổ cư,,Sổ hồng,,10m - 15m,"9,9 triệu /m2",quang_tri
180m2,,1 tầng,,,Bán đất thổ cư,,Sổ hồng,Tây Nam,15m - 20m,2 tỷ 480 triệu,quang_tri
120m2,6 PN,4 tầng,6.0,1.0,Bán nhà phố dự án,,Sổ hồng,Đông,10m - 15m,14 tỷ 800 triệu,quang_tri
99m2,6 PN,,6.0,1.0,Bán nhà phố dự án,,Sổ hồng,Đông Nam,10m - 15m,13 tỷ 800 triệu,quang_tri
51m2,2 PN,20 tầng,1.0,1.0,Bán căn hộ chung cư,,Sổ hồng,,50m - 70m,2 tỷ,quang_tri
160m2,,,,,Bán đất thổ cư,,,,15m - 20m,2 triệu /m2,quang_tri
165m2,,,,,Bán đất thổ cư,,,,,2 tỷ,quang_tri
215m2,,,,,Bán đất thổ cư,,Sổ hồng,Đông Nam,6m,780 triệu,quang_tri
165m2,,,,,Bán đất thổ cư,,Sổ hồng,,,15 triệu /m2,quang_tri
8000m2,,,,,Bán đất thổ cư,,Sổ hồng,Nam,10m - 15m,2 tỷ,quang_tri
160m2,,,,,Bán đất thổ cư,,Giấy đỏ,,7m,12 triệu /m2,quang_tri
99m2,5 PN,4 tầng,5.0,1.0,Bán nhà phố dự án,,Sổ hồng,Đông Nam,10m - 15m,13 tỷ 400 triệu,quang_tri
120m2,,,,,Bán nhà phố dự án,,Sổ hồng,Đông Bắc,4m,489 triệu,quang_tri
30m2,,27 tầng,,,Bán căn hộ chung cư,,Sổ hồng,Đông Bắc,15m - 20m,1 tỷ 200 triệu,quang_tri
306m2,,,,,Bán đất thổ cư,,Giấy đỏ,,,7 triệu /m2,quang_tri
306m2,,,,,Bán đất nền dự án,,Giấy đỏ,Đông Nam,10m - 15m,8 triệu /m2,quang_tri
120m2,12 PN,5 tầng,12.0,5.0,Bán đất nền dự án,,Sổ hồng,,20m - 30m,13 tỷ 500 triệu,quang_tri
29m2,,,,,Bán nhà hàng - Khách sạn,,,,,1 tỷ 200 triệu,quang_tri
306m2,,,,,Bán đất nền dự án,,Sổ hồng,Đông Nam,20m - 30m,8 triệu /m2,quang_tri
300m2,,,,,Bán đất thổ cư,,,,,"7,5 triệu",quang_tri
300m2,,,,,Bán đất thổ cư,,,,,2 tỷ 500 triệu,quang_tri
120m2,11 PN,5 tầng,12.0,6.0,Bán biệt thự,,Sổ hồng,Nam,20m - 30m,17 tỷ,quang_tri
99m2,12 PN,5 tầng,13.0,,Bán nhà phố dự án,,Sổ hồng,Đông Nam,10m - 15m,4 tỷ 300 triệu,quang_tri
306m2,,,,,Bán đất nền dự án,,Sổ hồng,,7m,7 triệu /m2,quang_tri
300m2,,,,,Bán đất thổ cư,,Giấy đỏ,,,7 triệu /m2,quang_tri
300m2,,,,,Bán đất nền dự án,,Giấy đỏ,,20m - 30m,"7,5 triệu /m2",quang_tri
120m2,,,,,Bán biệt thự,,Giấy đỏ,,,14 tỷ,quang_tri
306m2,,,,,Bán đất thổ cư,,Sổ hồng,Tây Bắc,10m - 15m,8 triệu /m2,quang_tri
300m2,,,,,Bán đất nền dự án,,Sổ hồng,Nam,15m - 20m,2 tỷ 400 triệu,quang_tri
120m2,,,,,Bán biệt thự,,Sổ hồng,,20m - 30m,15 tỷ,quang_tri
120m2,,,,,Bán biệt thự,,,,,15 tỷ,quang_tri
459m2,,5 tầng,,,Bán đất nền dự án,,Sổ hồng,,,3 tỷ,quang_tri
200m2,,,,,Bán đất thổ cư,,Sổ hồng,,,7 tỷ,quang_tri
200m2,,,,,Bán đất thổ cư,,,,,4 tỷ,quang_tri
160m2,,,,,Bán đất thổ cư,,Sổ hồng,,,3 tỷ 100 triệu,quang_tri
245m2,,3 tầng,,,Bán đất thổ cư,,Sổ hồng,,20m - 30m,49 triệu /m2,quang_tri
165m2,16 PN,7 tầng,16.0,,Bán nhà phố dự án,,Sổ hồng,Đông,30m - 50m,12 tỷ 670 triệu,quang_tri
306m2,,,,,Bán đất nền dự án,,Sổ hồng,Đông Nam,10m - 15m,8 triệu /m2,quang_tri
140m2,,,,,Bán đất thổ cư,,Sổ hồng,,,3 tỷ 400 triệu,quang_tri
200m2,,,,,Bán đất thổ cư,,,,,4 tỷ 100 triệu,quang_tri
300m2,,,,,Bán đất thổ cư,,Sổ hồng,,,7 tỷ,quang_tri
150m2,,,,,Bán đất nền dự án,,Sổ hồng,,10m - 15m,1 tỷ 100 triệu,quang_tri
152m2,,,,,Bán đất thổ cư,,Sổ hồng,Đông,10m - 15m,23 triệu /m2,quang_tri
300m2,15 PN,,,,Bán đất thổ cư,,Giấy đỏ,,20m - 30m,2 tỷ 500 triệu,quang_tri
108m2,14 PN,5 tầng,14.0,1.0,Bán nhà phố dự án,,Sổ hồng,Bắc,10m - 15m,16 tỷ 500 triệu,quang_tri
120m2,,,,,Bán biệt thự,,Sổ hồng,,20m - 30m,15 tỷ,quang_tri
478m2,,,,,Bán biệt thự,,,,,15 tỷ,quang_tri
120m2,,,,,Bán biệt thự,,,,,15 tỷ,quang_tri
108m2,,5 tầng,,1.0,Bán nhà hàng - Khách sạn,,Sổ hồng,Nam,30m - 50m,16 tỷ,quang_tri
108m2,16 PN,6 tầng,16.0,2.0,Bán biệt thự,,Sổ hồng,Nam,20m - 30m,16 tỷ,quang_tri
500m2,16 PN,6 tầng,16.0,2.0,Bán biệt thự,,Sổ hồng,Bắc,15m - 20m,17 tỷ,quang_tri
120m2,,,,,Bán biệt thự,,Sổ hồng,,20m - 30m,15 tỷ,quang_tri
120m2,,,,,Bán biệt thự,,,,,15 tỷ,quang_tri
220m2,,,,,Bán đất thổ cư,,Sổ hồng,,10m - 15m,3 tỷ 400 triệu,quang_tri
120m2,,,,,Bán biệt thự,,,,,14 tỷ,quang_tri
120m2,12 PN,5 tầng,12.0,2.0,Bán biệt thự,,Sổ hồng,Bắc,20m - 30m,16 tỷ,quang_tri
478m2,12 PN,,12.0,1.0,Bán biệt thự,,Giấy đỏ,,20m - 30m,15 tỷ,quang_tri
478.41m2,,5 tầng,,,Bán biệt thự,,Sổ hồng,Bắc,20m - 30m,15 tỷ,quang_tri
750m2,,6 tầng,,,Bán nhà hàng - Khách sạn,,Sổ hồng,Đông Bắc,30m - 50m,34 tỷ,quang_tri
120m2,12 PN,12 tầng,12.0,3.0,Bán biệt thự,,Sổ hồng,Bắc,20m - 30m,15 tỷ,quang_tri
150m2,,,,,Bán đất thổ cư,,Sổ hồng,,10m - 15m,3 tỷ 200 triệu,quang_tri
103m2,,,,,Bán đất thổ cư,,,,,390 triệu,quang_tri
120m2,,,,,Bán biệt thự,,,,,14 tỷ,quang_tri
542m2,,6 tầng,,,Bán nhà hàng - Khách sạn,,Giấy đỏ,Bắc,30m - 50m,3 tỷ 500 triệu,quang_tri
478m2,,6 tầng,,,Bán biệt thự,,Sổ hồng,Bắc,20m - 30m,3 tỷ 500 triệu,quang_tri
478m2,,5 tầng,,,Bán căn hộ chung cư,,Sổ hồng,Đông Bắc,20m - 30m,15 tỷ,quang_tri
482m2,,5 tầng,,,Bán biệt thự,,Sổ hồng,Nam,10m - 15m,12 tỷ 999 triệu,quang_tri
478.75m2,,6 tầng,,,Bán nhà hàng - Khách sạn,,Sổ hồng,Đông,30m - 50m,3 tỷ 500 triệu,quang_tri
478m2,,5 tầng,,12.0,Bán biệt thự,,Sổ hồng,Đông,30m - 50m,3 tỷ 500 triệu,quang_tri
478m2,,5 tầng,,,Bán biệt thự,,Sổ hồng,Đông,30m - 50m,3 tỷ 500 triệu,quang_tri
100m2,,5 tầng,,,Bán biệt thự,,Sổ hồng,Nam,20m - 30m,13 tỷ 200 triệu,quang_tri
120m2,,5 tầng,,,Bán biệt thự,,Sổ hồng,Đông,20m - 30m,3 tỷ 500 triệu,quang_tri
102m2,,5 tầng,,,Bán biệt thự,,Sổ hồng,Nam,10m - 15m,12 tỷ 589 triệu,quang_tri
534m2,,6 tầng,,,Bán biệt thự,,Giấy đỏ,Nam,30m - 50m,3 tỷ 500 triệu,quang_tri
120m2,,,,,Bán biệt thự,,,,,14 tỷ,quang_tri
532m2,,5 tầng,,,Bán biệt thự,,Giấy đỏ,Đông,30m - 50m,3 tỷ 500 triệu,quang_tri
478m2,,6 tầng,,,Bán biệt thự,,Sổ hồng,Bắc,20m - 30m,3 tỷ 500 triệu,quang_tri
478m2,,5 tầng,,,Bán biệt thự,,Sổ hồng,Bắc,20m - 30m,5 tỷ,quang_tri
478m2,,6 tầng,,,Bán biệt thự,,Sổ hồng,Bắc,20m - 30m,3 tỷ 500 triệu,quang_tri
479m2,,6 tầng,,,Bán biệt thự,,Sổ hồng,Nam,20m - 30m,3 tỷ 500 triệu,quang_tri
524m2,,6 tầng,,,Bán nhà hàng - Khách sạn,,Sổ hồng,Bắc,10m - 15m,15 tỷ,quang_tri
482m2,,6 tầng,,,Bán biệt thự,,Sổ hồng,Nam,20m - 30m,14 tỷ,quang_tri
482m2,,6 tầng,,,Bán biệt thự,,Sổ hồng,Nam,20m - 30m,13 tỷ,quang_tri
120m2,,5 tầng,,,Bán biệt thự,,Giấy đỏ,Đông,15m - 20m,3 tỷ 500 triệu,quang_tri
120m2,,,,,Bán biệt thự,,,,,14 tỷ,quang_tri
482m2,,5 tầng,,,Bán biệt thự,,Sổ hồng,Nam,20m - 30m,13 tỷ 200 triệu,quang_tri
29m2,1 PN,,1.0,1.0,Bán nhà hàng - Khách sạn,,,,,1 tỷ 200 triệu,quang_tri
120m2,,,,,Bán biệt thự,,,,,4 tỷ,quang_tri
120m2,12 PN,,12.0,12.0,Bán biệt thự,,,,,14 tỷ,quang_tri
120m2,,,,,Bán biệt thự,,Giấy đỏ,,,14 tỷ,quang_tri
120m2,,,,,Bán biệt thự,,,,,14 tỷ,quang_tri
140m2,,,,,Bán đất thổ cư,,Sổ hồng,,10m - 15m,23 triệu /m2,quang_tri
28m2,1 PN,,1.0,1.0,Bán nhà phố dự án,,Sổ hồng,,,1 tỷ 100 triệu,quang_tri
160m2,,,,,Bán đất thổ cư,,Giấy đỏ,,15m - 20m,3 tỷ,quang_tri
150m2,,,,,Bán đất thổ cư,,Sổ hồng,,10m - 15m,20 triệu /m2,quang_tri
120m2,12 PN,,12.0,12.0,Bán biệt thự,,Sổ hồng,,15m - 20m,14 tỷ,quang_tri
100m2,,5 tầng,,,Bán biệt thự,,Sổ hồng,Nam,20m - 30m,12 tỷ 589 triệu,quang_tri
50m2,1 PN,27 tầng,1.0,1.0,Bán nhà hàng - Khách sạn,,Sổ hồng,Đông Nam,50m - 70m,1 tỷ 200 triệu,quang_tri
150m2,,,,,Bán đất thổ cư,,Sổ hồng,,10m - 15m,3 tỷ 100 triệu,quang_tri
152m2,,,,,Bán đất thổ cư,,Sổ hồng,,10m - 15m,3 tỷ 200 triệu,quang_tri
120m2,,,,,Bán biệt thự,,Sổ hồng,,20m - 30m,14 tỷ,quang_tri
120m2,,4 tầng,,1.0,Bán biệt thự,,Sổ hồng,Nam,20m - 30m,3 tỷ 500 triệu,quang_tri
102m2,3 PN,1 tầng,1.0,1.0,Bán nhà phố dự án,,Giấy đỏ,Đông Bắc,6m,1 tỷ 650 triệu,quang_tri
120m2,,,,,Bán đất thổ cư,,Sổ hồng,Đông Nam,8m,1 tỷ 580 triệu,quang_tri
152m2,,,,,Bán đất thổ cư,,Sổ hồng,,15m - 20m,3 tỷ 200 triệu,quang_tri
99m2,,4 tầng,,,Bán biệt thự,,Hợp đồng,Nam,50m - 70m,12 tỷ 800 triệu,quang_tri
30m2,1 PN,1 tầng,1.0,1.0,Bán căn hộ chung cư,,Hợp đồng,Đông Nam,30m - 50m,1 tỷ 100 triệu,quang_tri
30m2,,,,,Bán nhà hàng - Khách sạn,,Sổ hồng,,,1 tỷ 200 triệu,quang_tri
120m2,,5 tầng,,,Bán biệt thự,,Sổ hồng,Bắc,20m - 30m,12 tỷ,quang_tri
120m2,12 PN,4 tầng,,,Bán biệt thự,,Sổ hồng,Nam,20m - 30m,3 tỷ 500 triệu,quang_tri
152m2,,,,,Bán đất thổ cư,,Giấy đỏ,,,3 tỷ 200 triệu,quang_tri
200m2,,,,,Bán đất thổ cư,,Giấy đỏ,Đông Nam,10m - 15m,2 tỷ 210 triệu,quang_tri
30m2,1 PN,27 tầng,1.0,2.0,Bán nhà hàng - Khách sạn,,Hợp đồng,Đông Bắc,50m - 70m,1 tỷ 100 triệu,quang_tri
118m2,,,,,Bán đất thổ cư,,Sổ hồng,Tây Nam,10m - 15m,1 tỷ 290 triệu,quang_tri
120m2,,4 tầng,12.0,1.0,Bán biệt thự,,Sổ hồng,Nam,20m - 30m,3 tỷ,quang_tri
99m2,12 PN,4 tầng,,,Bán biệt thự,,Sổ hồng,Nam,20m - 30m,13 tỷ 800 triệu,quang_tri
108m2,,,,,Bán đất thổ cư,,Sổ hồng,Nam,5m,1 tỷ 290 triệu,quang_tri
99m2,12 PN,4 tầng,14.0,3.0,Bán biệt thự,,Sổ hồng,,50m - 70m,13 tỷ 440 triệu,quang_tri
160m2,,,,,Bán đất thổ cư,,Sổ hồng,,10m - 15m,3 tỷ,quang_tri
195m2,3 PN,1 tầng,1.0,1.0,Bán đất thổ cư,,Sổ hồng,Tây Bắc,20m - 30m,5 tỷ 450 triệu,quang_tri
506m2,12 PN,6 tầng,11.0,1.0,Bán nhà phố dự án,,Sổ hồng,Đông,20m - 30m,4 tỷ,quang_tri
506m2,16 PN,6 tầng,16.0,1.0,Bán nhà phố dự án,,Sổ hồng,,30m - 50m,3 tỷ 200 triệu,quang_tri
506m2,16 PN,6 tầng,16.0,1.0,Bán nhà phố dự án,,Sổ hồng,,20m - 30m,3 tỷ 200 triệu,quang_tri
120m2,,4 tầng,,,Bán biệt thự,,Sổ hồng,Nam,20m - 30m,17 tỷ,quang_tri
150m2,,,,,Bán đất thổ cư,,Sổ hồng,,10m - 15m,22 triệu /m2,quang_tri
99m2,12 PN,4 tầng,12.0,2.0,Bán biệt thự,,Sổ hồng,Nam,15m - 20m,14 tỷ,quang_tri
106m2,,,,,Bán đất thổ cư,,Sổ hồng,Bắc,10m - 15m,2 tỷ 190 triệu,quang_tri
475m2,,,,,Bán nhà phố dự án,,,,,15 tỷ,quang_tri
195m2,,,,,Bán đất thổ cư,,Giấy đỏ,Đông Nam,5m,3 tỷ,quang_tri
162m2,,,,,Bán đất thổ cư,,Sổ hồng,Đông Bắc,7m,1 tỷ 790 triệu,quang_tri
152m2,,,,,Bán đất thổ cư,,Giấy đỏ,,10m - 15m,22 triệu /m2,quang_tri
140m2,,,,,Bán đất nền dự án,,Sổ hồng,Đông,7m,23 triệu /m2,quang_tri
120m2,,4 tầng,,,Bán biệt thự,,Sổ hồng,Nam,20m - 30m,17 tỷ,quang_tri
99m2,,,,,Bán nhà riêng,,,,,13 tỷ,quang_tri
152m2,,,,,Bán đất thổ cư,,Giấy đỏ,,15m - 20m,3 tỷ 100 triệu,quang_tri
150m2,,,,,Bán đất thổ cư,,Sổ hồng,,10m - 15m,3 tỷ 200 triệu,quang_tri
137m2,,,,,Bán đất thổ cư,,Sổ hồng,Tây Bắc,5m,890 triệu,quang_tri
120m2,,,,,Bán đất thổ cư,,,,,23 triệu /m2,quang_tri
150m2,,,,,Bán đất thổ cư,,Sổ hồng,,10m - 15m,20 triệu /m2,quang_tri
152m2,,,,,Bán đất thổ cư,,Giấy đỏ,,15m - 20m,3 tỷ 400 triệu,quang_tri
269m2,2 PN,4 tầng,3.0,1.0,Bán biệt thự,,Sổ hồng,Tây Bắc,10m - 15m,7 tỷ,quang_tri
150m2,,,,,Bán đất thổ cư,,Giấy đỏ,,,3 tỷ 200 triệu,quang_tri
160m2,,,,,Bán đất thổ cư,,Giấy đỏ,,,3 tỷ 200 triệu,quang_tri
225m2,,,,,Bán đất thổ cư,,Giấy đỏ,,15m - 20m,3 tỷ 500 triệu,quang_tri
195m2,3 PN,1 tầng,1.0,2.0,Bán nhà phố dự án,,Sổ hồng,Tây Bắc,30m - 50m,5 tỷ 500 triệu,quang_tri
108m2,,,,,Bán đất thổ cư,,Sổ hồng,Tây,7m,1 tỷ 920 triệu,quang_tri
100m2,12 PN,5 tầng,14.0,2.0,Bán biệt thự,,Sổ hồng,Nam,10m - 15m,13 tỷ 800 triệu,quang_tri
167m2,,,,,Bán đất thổ cư,,Sổ hồng,Đông Bắc,6m,1 tỷ 460 triệu,quang_tri
152m2,,,,,Bán đất thổ cư,,,,,3 tỷ,quang_tri
78m2,5 PN,4 tầng,3.0,3.0,Bán nhà phố dự án,,Sổ hồng,Đông Nam,8m,5 tỷ 500 triệu,quang_tri
152m2,,,,,Bán đất thổ cư,,Giấy đỏ,,,3 tỷ 100 triệu,quang_tri
120m2,,,,,Bán đất thổ cư,,Sổ hồng,Đông Bắc,10m,457 triệu,quang_tri
120m2,12 PN,4 tầng,14.0,4.0,Bán nhà phố dự án,,Sổ hồng,,20m - 30m,16 tỷ,quang_tri
160m2,,,,,Bán đất thổ cư,,Sổ hồng,Tây,10m - 15m,1 tỷ 790 triệu,quang_tri
162m2,,,,,Bán đất thổ cư,,Sổ hồng,Đông Bắc,6m,1 tỷ 730 triệu,quang_tri
152m2,,,,,Bán đất thổ cư,,Giấy đỏ,,,3 tỷ 500 triệu,quang_tri
120m2,,,,,Bán đất thổ cư,,Giấy đỏ,,,2 tỷ 400 triệu,quang_tri
445m2,12 PN,4 tầng,12.0,12.0,Bán biệt thự,,Giấy đỏ,,,3 tỷ 900 triệu,quang_tri
120m2,12 PN,4 tầng,,1.0,Bán biệt thự,,Sổ hồng,Tây Bắc,20m - 30m,16 tỷ,quang_tri
152m2,,,,,Bán đất thổ cư,,Giấy đỏ,,15m - 20m,3 tỷ 200 triệu,quang_tri
152m2,,,,,Bán đất thổ cư,,Giấy đỏ,,15m - 20m,3 tỷ 200 triệu,quang_tri
50m2,2 PN,28 tầng,1.0,1.0,Bán nhà hàng - Khách sạn,,Sổ hồng,Đông Bắc,10m,1 tỷ 200 triệu,quang_tri
140m2,,,,,Bán đất thổ cư,,Sổ hồng,Đông,10m - 15m,25 triệu /m2,quang_tri
120m2,12 PN,4 tầng,,1.0,Bán biệt thự,,Sổ hồng,Bắc,20m - 30m,16 tỷ,quang_tri
120m2,,5 tầng,,,Bán biệt thự,,Sổ hồng,Nam,20m - 30m,15 tỷ,quang_tri
120m2,,,,,Bán đất thổ cư,,Sổ hồng,,10m - 15m,345 triệu,quang_tri
100m2,4 PN,4 tầng,4.0,1.0,Bán nhà phố dự án,,Giấy đỏ,,20m - 30m,16 tỷ,quang_tri
120m2,12 PN,4 tầng,13.0,2.0,Bán biệt thự,,Sổ hồng,Đông Bắc,20m - 30m,17 tỷ,quang_tri
152m2,,,,,Bán đất thổ cư,,Sổ hồng,Tây Bắc,15m - 20m,24 triệu /m2,quang_tri
480m2,,,,,Bán biệt thự,,,,,4 tỷ 500 triệu,quang_tri
152m2,,7 tầng,,,Bán đất thổ cư,,Sổ hồng,Tây Bắc,10m - 15m,3 tỷ,quang_tri
144m2,10 PN,5 tầng,10.0,5.0,Bán biệt thự,,Sổ hồng,Nam,15m - 20m,12 tỷ,quang_tri
100m2,,,,,Bán đất thổ cư,,Sổ hồng,,9m,930 triệu,quang_tri
29m2,1 PN,18 tầng,1.0,,Bán căn hộ chung cư,,Sổ hồng,Không xác định,50m - 70m,1 tỷ 200 triệu,quang_tri
152m2,,,,,Bán đất thổ cư,,Giấy đỏ,,,3 tỷ 100 triệu,quang_tri
152m2,,,,,Bán đất thổ cư,,Giấy đỏ,,10m - 15m,"3,1 triệu",quang_tri
99m2,12 PN,4 tầng,12.0,1.0,Bán biệt thự,,Giấy đỏ,Nam,10m - 15m,12 tỷ 500 triệu,quang_tri
113m2,,,,,Bán đất thổ cư,,Sổ hồng,Tây Bắc,8m,750 triệu,quang_tri
